,link,relevance,b_relevance
24,http://www.cs.ucl.ac.uk/teaching_learning/student_information/staff_student_committee/minutes/december_6th_2010/,0,0
25,http://www.cs.ucl.ac.uk/current_students/student_information/staff_student_committee/minutes/december_6th_2010/,0,0
26,http://www.cs.ucl.ac.uk/mobile/students/student_information/staff_student_committee/minutes/march_18th_2011/,0,0
27,http://www.cs.ucl.ac.uk/mobile/teaching_learning/student_information/staff_student_committee/minutes/march_18th_2011/,0,0
28,http://www.cs.ucl.ac.uk/mobile/current_students/student_information/staff_student_committee/minutes/march_18th_2011/,0,0
29,http://www.cs.ucl.ac.uk/mobile/students/student_information/staff_student_committee/minutes/march_5th_2012/,0,0
11,http://www.cs.ucl.ac.uk/mobile/students/student_information/individual_projects/ug_final_year_projects/,0,0
12,http://www.cs.ucl.ac.uk/mobile/teaching_learning/student_information/individual_projects/ug_final_year_projects/,0,0
13,http://www.cs.ucl.ac.uk/mobile/current_students/student_information/individual_projects/ug_final_year_projects/,0,0
17,http://www.cs.ucl.ac.uk/mobile/students/syllabus/,0,0
18,http://www.cs.ucl.ac.uk/mobile/current_students/syllabus/,0,0
19,http://www.cs.ucl.ac.uk/mobile/teaching_learning/syllabus/,0,0
20,http://www.cs.ucl.ac.uk/students/student_information/staff_student_committee/agendas/march_18th_2011/,0,0
21,http://www.cs.ucl.ac.uk/teaching_learning/student_information/staff_student_committee/agendas/march_18th_2011/,0,0
22,http://www.cs.ucl.ac.uk/current_students/student_information/staff_student_committee/agendas/march_18th_2011/,0,0
23,http://www.cs.ucl.ac.uk/index.php?id=7944,0,0
24,http://www.cs.ucl.ac.uk/students/student_information/individual_projects/ug_final_year_projects/,0,0
25,http://www.cs.ucl.ac.uk/teaching_learning/student_information/individual_projects/ug_final_year_projects/,0,0
26,http://www.cs.ucl.ac.uk/current_students/student_information/individual_projects/ug_final_year_projects/,0,0
27,http://www.cs.ucl.ac.uk/students/syllabus/,0,0
28,http://www.cs.ucl.ac.uk/teaching_learning/syllabus/,0,0
29,http://www.cs.ucl.ac.uk/current_students/syllabus/,0,0
6,http://www.cs.ucl.ac.uk/students/student_information/staff_student_committee/minutes/march_5th_2012/,0,0
7,http://www.cs.ucl.ac.uk/mobile/current_students/syllabus_index_2015_2016/msccs/gc06_database_systems/,0,0
8,http://www.cs.ucl.ac.uk/mobile/current_students/student_information/staff_student_committee/minutes/december_3rd_2014/,0,0
9,http://www.cs.ucl.ac.uk/students/syllabus/msccs/gc06_database_systems/,0,0
10,http://www.cs.ucl.ac.uk/students/syllabus/undergrad/3013_database_and_information_management_systems/,0,0
11,http://www.cs.ucl.ac.uk/current_students/student_information/staff_student_committee/minutes/december_3rd_2014/,0,0
13,http://www.cs.ucl.ac.uk/mobile/students/syllabus/mscsse/gs11_research_seminar_in_software_engineering/,0,0
14,http://www.cs.ucl.ac.uk/mobile/current_students/syllabus/undergrad/211p_introduction_to_programming/,0,0
15,http://www.cs.ucl.ac.uk/mobile/current_students/syllabus_index_2015_2016/undergrad/m064_applied_cryptography/,0,0
16,http://www.cs.ucl.ac.uk/mobile/teaching_learning/syllabus/mscisec/ga12_applied_cryptography/,0,0
17,http://www.cs.ucl.ac.uk/mobile/teaching_learning/syllabus/undergrad/m064_applied_cryptography/,0,0
18,http://www.cs.ucl.ac.uk/mobile/students/msc_isec/,0,0
19,http://www.cs.ucl.ac.uk/mobile/teaching_learning/student_information/staff_student_committee/minutes/november_25th_2011/,0,0
20,http://www.cs.ucl.ac.uk/mobile/current_students/student_information/staff_student_committee/minutes/november_25th_2011/,0,0
21,http://www.cs.ucl.ac.uk/current_students/student_information/staff_student_committee/minutes/november_25th_2011/,0,0
22,http://www.cs.ucl.ac.uk/mobile/current_students/msc_cgvi/,0,0
23,http://www.cs.ucl.ac.uk/teaching_learning/msc_fse/,0,0
24,http://www.ucl.ac.uk/current-students/exams_and_awards,0,0
25,http://www.cs.ucl.ac.uk/current_students/student_information/staff_student_committee/minutes/february_23rd_2009/,0,0
26,http://www.ucl.ac.uk/economics/study/undergraduate/module-list/econ3014,0,0
27,http://www.cs.ucl.ac.uk/mobile/students/syllabus_index_2015_2016/msccs/gc16_functional_programming/,0,0
28,http://www.cs.ucl.ac.uk/mobile/current_students/syllabus_index_2017_2018_provisional/undergrad/comp3096_research_group_project/,0,0
29,http://www.cs.ucl.ac.uk/mobile/teaching_learning/syllabus/undergrad/3096_research_group_project/,0,0
